0.56616844,0.37361077,-0.89435212,-3.32418131,0.71091799
0.57038146,0.3891586,-0.84829731,-3.20634594,0.50360193
0.59718543,0.30083338,-0.82641605,-3.15806445,0.65275548
0.52384604,0.41116894,-0.89474394,-3.53672698,0.31247807
0.58445908,0.32560231,-0.85275478,-3.18489676,0.64122726
0.63504388,0.32861483,-1.03213156,-3.42043097,0.82830177
0.65168952,0.30135659,-1.03537503,-3.35297279,0.76396056
0.69114328,0.27221625,-1.04291279,-3.35522171,0.85500405
0.63218365,0.28247197,-0.97386794,-3.03418618,1.07169647
0.62205011,0.29192442,-0.83644498,-3.01048882,0.83030995
0.58049622,0.34630649,-0.90433995,-3.45058046,0.9932037
0.57703217,0.29503918,-0.87328591,-3.31433397,1.10338921
0.5905656,0.3290446,-0.86414772,-3.12099731,0.67006028
0.6395839,0.25815935,-0.94466876,-3.08917437,1.1357836
0.69157735,0.26740973,-1.0411637,-3.14529116,0.4605455
0.6952054,0.29985161,-1.18300275,-3.35212162,1.13176494
0.68461125,0.29981096,-0.9922692,-3.25442237,0.95433813
0.5920859,0.34260483,-0.78937275,-3.27387747,0.49569544
0.59863848,0.31107043,-0.93331923,-3.3777275,0.46973365
0.63174503,0.27600319,-0.92824217,-3.23835295,1.32992829
0.70662973,0.17543094,-1.05559138,-3.29277343,1.71384808
0.75674174,0.24110865,-1.14706393,-3.2538788,1.44187274
0.4720806,0.40633717,-0.73126802,-3.29621708,0.0008586
0.61425207,0.35625808,-0.90435468,-3.07234829,0.90333745
0.65015532,0.27406264,-0.92122722,-3.25739646,0.91554714
0.6533244,0.31251572,-0.92647664,-3.24355738,0.60789814
0.58170771,0.32632001,-0.90586414,-3.29017661,0.60047397
0.66550196,0.31856916,-1.02728265,-3.28681561,0.56200441
0.59786942,0.35172023,-0.82137709,-3.11540284,0.6948441
0.63159604,0.36780109,-0.90493412,-3.1681211,-0.49497668
0.68806664,0.29651706,-1.11185962,-3.25949917,0.39663456
